"RIM","Migration Type","REGIONTYPE","Region Type","ASGS_2011_STATE_GCCSA_SA4_SA3_SA2","Region","FREQUENCY","Frequency","TIME_FY","Time","Value","Flag Codes","Flags"
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051128","Albert Park","A","Annual","2011","2010-11",-32,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051128","Albert Park","A","Annual","2012","2011-12",-195,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051128","Albert Park","A","Annual","2013","2012-13",-154,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051128","Albert Park","A","Annual","2014","2013-14",42,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051128","Albert Park","A","Annual","2015","2014-15",25,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051129","Elwood","A","Annual","2007","2006-07",-130,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051129","Elwood","A","Annual","2008","2007-08",-190,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051129","Elwood","A","Annual","2009","2008-09",-58,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051129","Elwood","A","Annual","2010","2009-10",-273,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051129","Elwood","A","Annual","2011","2010-11",-188,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051129","Elwood","A","Annual","2012","2011-12",-210,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051129","Elwood","A","Annual","2013","2012-13",-231,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051129","Elwood","A","Annual","2014","2013-14",-207,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051129","Elwood","A","Annual","2015","2014-15",-140,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051130","Port Melbourne","A","Annual","2007","2006-07",246,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051130","Port Melbourne","A","Annual","2008","2007-08",-87,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051130","Port Melbourne","A","Annual","2009","2008-09",-87,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051130","Port Melbourne","A","Annual","2010","2009-10",-77,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051130","Port Melbourne","A","Annual","2011","2010-11",-184,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051130","Port Melbourne","A","Annual","2012","2011-12",-42,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051130","Port Melbourne","A","Annual","2013","2012-13",51,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051130","Port Melbourne","A","Annual","2014","2013-14",-120,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051130","Port Melbourne","A","Annual","2015","2014-15",-163,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051131","Port Melbourne Industrial","A","Annual","2007","2006-07",0,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051131","Port Melbourne Industrial","A","Annual","2008","2007-08",0,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051131","Port Melbourne Industrial","A","Annual","2009","2008-09",0,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051131","Port Melbourne Industrial","A","Annual","2010","2009-10",0,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051131","Port Melbourne Industrial","A","Annual","2011","2010-11",0,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051131","Port Melbourne Industrial","A","Annual","2012","2011-12",0,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051131","Port Melbourne Industrial","A","Annual","2013","2012-13",0,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051131","Port Melbourne Industrial","A","Annual","2014","2013-14",0,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051131","Port Melbourne Industrial","A","Annual","2015","2014-15",0,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051132","South Melbourne","A","Annual","2007","2006-07",-61,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051132","South Melbourne","A","Annual","2008","2007-08",-61,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051132","South Melbourne","A","Annual","2009","2008-09",9,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051132","South Melbourne","A","Annual","2010","2009-10",-45,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051132","South Melbourne","A","Annual","2011","2010-11",-122,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051132","South Melbourne","A","Annual","2012","2011-12",14,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051132","South Melbourne","A","Annual","2013","2012-13",-15,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051132","South Melbourne","A","Annual","2014","2013-14",151,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051132","South Melbourne","A","Annual","2015","2014-15",104,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051133","St Kilda","A","Annual","2007","2006-07",8,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051133","St Kilda","A","Annual","2008","2007-08",-267,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051133","St Kilda","A","Annual","2009","2008-09",-175,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051133","St Kilda","A","Annual","2010","2009-10",-256,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051133","St Kilda","A","Annual","2011","2010-11",-385,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051133","St Kilda","A","Annual","2012","2011-12",-242,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051133","St Kilda","A","Annual","2013","2012-13",-371,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051133","St Kilda","A","Annual","2014","2013-14",-367,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051133","St Kilda","A","Annual","2015","2014-15",-163,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051134","St Kilda East","A","Annual","2007","2006-07",171,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051134","St Kilda East","A","Annual","2008","2007-08",-201,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051134","St Kilda East","A","Annual","2009","2008-09",-252,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051134","St Kilda East","A","Annual","2010","2009-10",-415,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051134","St Kilda East","A","Annual","2011","2010-11",-232,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051134","St Kilda East","A","Annual","2012","2011-12",-352,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051134","St Kilda East","A","Annual","2013","2012-13",-325,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051134","St Kilda East","A","Annual","2014","2013-14",-218,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206051134","St Kilda East","A","Annual","2015","2014-15",-185,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206061135","Armadale","A","Annual","2007","2006-07",-90,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206061135","Armadale","A","Annual","2008","2007-08",-166,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206061135","Armadale","A","Annual","2009","2008-09",-5,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206061135","Armadale","A","Annual","2010","2009-10",-113,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206061135","Armadale","A","Annual","2011","2010-11",-191,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206061135","Armadale","A","Annual","2012","2011-12",-164,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206061135","Armadale","A","Annual","2013","2012-13",-65,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206061135","Armadale","A","Annual","2014","2013-14",-49,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206061135","Armadale","A","Annual","2015","2014-15",-64,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206061136","Prahran - Windsor","A","Annual","2007","2006-07",-46,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206061136","Prahran - Windsor","A","Annual","2008","2007-08",-211,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206061136","Prahran - Windsor","A","Annual","2009","2008-09",-322,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206061136","Prahran - Windsor","A","Annual","2010","2009-10",-298,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206061136","Prahran - Windsor","A","Annual","2011","2010-11",-356,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206061136","Prahran - Windsor","A","Annual","2012","2011-12",38,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206061136","Prahran - Windsor","A","Annual","2013","2012-13",-109,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206061136","Prahran - Windsor","A","Annual","2014","2013-14",79,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206061136","Prahran - Windsor","A","Annual","2015","2014-15",-191,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206061137","South Yarra - East","A","Annual","2007","2006-07",-213,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206061137","South Yarra - East","A","Annual","2008","2007-08",-276,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206061137","South Yarra - East","A","Annual","2009","2008-09",-266,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206061137","South Yarra - East","A","Annual","2010","2009-10",-142,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206061137","South Yarra - East","A","Annual","2011","2010-11",-161,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206061137","South Yarra - East","A","Annual","2012","2011-12",173,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206061137","South Yarra - East","A","Annual","2013","2012-13",119,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206061137","South Yarra - East","A","Annual","2014","2013-14",332,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206061137","South Yarra - East","A","Annual","2015","2014-15",289,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206061138","Toorak","A","Annual","2007","2006-07",-8,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206061138","Toorak","A","Annual","2008","2007-08",-33,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206061138","Toorak","A","Annual","2009","2008-09",-19,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206061138","Toorak","A","Annual","2010","2009-10",-133,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206061138","Toorak","A","Annual","2011","2010-11",-179,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206061138","Toorak","A","Annual","2012","2011-12",-153,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206061138","Toorak","A","Annual","2013","2012-13",-79,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206061138","Toorak","A","Annual","2014","2013-14",-59,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206061138","Toorak","A","Annual","2015","2014-15",77,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071139","Abbotsford","A","Annual","2007","2006-07",-58,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071139","Abbotsford","A","Annual","2008","2007-08",-75,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071139","Abbotsford","A","Annual","2009","2008-09",6,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071139","Abbotsford","A","Annual","2010","2009-10",80,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071139","Abbotsford","A","Annual","2011","2010-11",39,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071139","Abbotsford","A","Annual","2012","2011-12",7,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071139","Abbotsford","A","Annual","2013","2012-13",281,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071139","Abbotsford","A","Annual","2014","2013-14",438,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071139","Abbotsford","A","Annual","2015","2014-15",411,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071140","Carlton North - Princes Hill","A","Annual","2007","2006-07",-88,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071140","Carlton North - Princes Hill","A","Annual","2008","2007-08",-215,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071140","Carlton North - Princes Hill","A","Annual","2009","2008-09",-189,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071140","Carlton North - Princes Hill","A","Annual","2010","2009-10",-152,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071140","Carlton North - Princes Hill","A","Annual","2011","2010-11",-194,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071140","Carlton North - Princes Hill","A","Annual","2012","2011-12",-142,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071140","Carlton North - Princes Hill","A","Annual","2013","2012-13",-172,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071140","Carlton North - Princes Hill","A","Annual","2014","2013-14",-160,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071140","Carlton North - Princes Hill","A","Annual","2015","2014-15",-78,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071141","Collingwood","A","Annual","2007","2006-07",32,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071141","Collingwood","A","Annual","2008","2007-08",69,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071141","Collingwood","A","Annual","2009","2008-09",-10,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071141","Collingwood","A","Annual","2010","2009-10",18,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071141","Collingwood","A","Annual","2011","2010-11",-17,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071141","Collingwood","A","Annual","2012","2011-12",-11,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071141","Collingwood","A","Annual","2013","2012-13",-158,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071141","Collingwood","A","Annual","2014","2013-14",182,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071141","Collingwood","A","Annual","2015","2014-15",269,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071142","Fitzroy","A","Annual","2007","2006-07",-38,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071142","Fitzroy","A","Annual","2008","2007-08",-140,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071142","Fitzroy","A","Annual","2009","2008-09",-183,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071142","Fitzroy","A","Annual","2010","2009-10",-105,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071142","Fitzroy","A","Annual","2011","2010-11",-162,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071142","Fitzroy","A","Annual","2012","2011-12",48,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071142","Fitzroy","A","Annual","2013","2012-13",-99,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071142","Fitzroy","A","Annual","2014","2013-14",-158,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071142","Fitzroy","A","Annual","2015","2014-15",-24,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071143","Fitzroy North","A","Annual","2007","2006-07",-103,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071143","Fitzroy North","A","Annual","2008","2007-08",-106,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071143","Fitzroy North","A","Annual","2009","2008-09",-130,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071143","Fitzroy North","A","Annual","2010","2009-10",-191,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071143","Fitzroy North","A","Annual","2011","2010-11",-144,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071143","Fitzroy North","A","Annual","2012","2011-12",-36,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071143","Fitzroy North","A","Annual","2013","2012-13",-101,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071143","Fitzroy North","A","Annual","2014","2013-14",-71,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071143","Fitzroy North","A","Annual","2015","2014-15",41,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071144","Richmond (Vic.)","A","Annual","2007","2006-07",-178,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071144","Richmond (Vic.)","A","Annual","2008","2007-08",-408,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071144","Richmond (Vic.)","A","Annual","2009","2008-09",-461,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071144","Richmond (Vic.)","A","Annual","2010","2009-10",-402,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071144","Richmond (Vic.)","A","Annual","2011","2010-11",-511,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071144","Richmond (Vic.)","A","Annual","2012","2011-12",-103,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071144","Richmond (Vic.)","A","Annual","2013","2012-13",-71,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071144","Richmond (Vic.)","A","Annual","2014","2013-14",20,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071144","Richmond (Vic.)","A","Annual","2015","2014-15",-105,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071145","Yarra - North","A","Annual","2007","2006-07",113,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071145","Yarra - North","A","Annual","2008","2007-08",-16,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071145","Yarra - North","A","Annual","2009","2008-09",12,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071145","Yarra - North","A","Annual","2010","2009-10",-25,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071145","Yarra - North","A","Annual","2011","2010-11",-34,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071145","Yarra - North","A","Annual","2012","2011-12",36,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071145","Yarra - North","A","Annual","2013","2012-13",-14,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071145","Yarra - North","A","Annual","2014","2013-14",8,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","206071145","Yarra - North","A","Annual","2015","2014-15",48,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011146","Ashburton (Vic.)","A","Annual","2007","2006-07",-22,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011146","Ashburton (Vic.)","A","Annual","2008","2007-08",-45,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011146","Ashburton (Vic.)","A","Annual","2009","2008-09",-44,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011146","Ashburton (Vic.)","A","Annual","2010","2009-10",-42,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011146","Ashburton (Vic.)","A","Annual","2011","2010-11",-22,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011146","Ashburton (Vic.)","A","Annual","2012","2011-12",-47,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011146","Ashburton (Vic.)","A","Annual","2013","2012-13",0,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011146","Ashburton (Vic.)","A","Annual","2014","2013-14",41,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011146","Ashburton (Vic.)","A","Annual","2015","2014-15",-22,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011147","Balwyn","A","Annual","2007","2006-07",-164,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011147","Balwyn","A","Annual","2008","2007-08",-182,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011147","Balwyn","A","Annual","2009","2008-09",-226,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011147","Balwyn","A","Annual","2010","2009-10",-178,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011147","Balwyn","A","Annual","2011","2010-11",-151,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011147","Balwyn","A","Annual","2012","2011-12",-146,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011147","Balwyn","A","Annual","2013","2012-13",-199,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011147","Balwyn","A","Annual","2014","2013-14",-89,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011147","Balwyn","A","Annual","2015","2014-15",-104,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011148","Balwyn North","A","Annual","2007","2006-07",-120,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011148","Balwyn North","A","Annual","2008","2007-08",-256,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011148","Balwyn North","A","Annual","2009","2008-09",-181,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011148","Balwyn North","A","Annual","2010","2009-10",-302,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011148","Balwyn North","A","Annual","2011","2010-11",-164,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011148","Balwyn North","A","Annual","2012","2011-12",-59,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011148","Balwyn North","A","Annual","2013","2012-13",-55,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011148","Balwyn North","A","Annual","2014","2013-14",-160,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011148","Balwyn North","A","Annual","2015","2014-15",-457,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011149","Camberwell","A","Annual","2007","2006-07",-109,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011149","Camberwell","A","Annual","2008","2007-08",-232,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011149","Camberwell","A","Annual","2009","2008-09",-153,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011149","Camberwell","A","Annual","2010","2009-10",-117,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011149","Camberwell","A","Annual","2011","2010-11",-55,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011149","Camberwell","A","Annual","2012","2011-12",-56,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011149","Camberwell","A","Annual","2013","2012-13",43,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011149","Camberwell","A","Annual","2014","2013-14",56,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011149","Camberwell","A","Annual","2015","2014-15",83,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011150","Glen Iris - East","A","Annual","2007","2006-07",-69,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011150","Glen Iris - East","A","Annual","2008","2007-08",-59,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011150","Glen Iris - East","A","Annual","2009","2008-09",-64,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011150","Glen Iris - East","A","Annual","2010","2009-10",-134,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011150","Glen Iris - East","A","Annual","2011","2010-11",-63,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011150","Glen Iris - East","A","Annual","2012","2011-12",12,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011150","Glen Iris - East","A","Annual","2013","2012-13",-69,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011150","Glen Iris - East","A","Annual","2014","2013-14",-202,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011150","Glen Iris - East","A","Annual","2015","2014-15",-191,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011151","Hawthorn","A","Annual","2007","2006-07",-374,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011151","Hawthorn","A","Annual","2008","2007-08",-513,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011151","Hawthorn","A","Annual","2009","2008-09",-357,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011151","Hawthorn","A","Annual","2010","2009-10",-266,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011151","Hawthorn","A","Annual","2011","2010-11",-379,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011151","Hawthorn","A","Annual","2012","2011-12",-358,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011151","Hawthorn","A","Annual","2013","2012-13",-252,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011151","Hawthorn","A","Annual","2014","2013-14",-313,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011151","Hawthorn","A","Annual","2015","2014-15",-201,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011152","Hawthorn East","A","Annual","2007","2006-07",-141,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011152","Hawthorn East","A","Annual","2008","2007-08",-206,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011152","Hawthorn East","A","Annual","2009","2008-09",-132,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011152","Hawthorn East","A","Annual","2010","2009-10",-299,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011152","Hawthorn East","A","Annual","2011","2010-11",-220,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011152","Hawthorn East","A","Annual","2012","2011-12",-254,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011152","Hawthorn East","A","Annual","2013","2012-13",-174,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011152","Hawthorn East","A","Annual","2014","2013-14",-26,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011152","Hawthorn East","A","Annual","2015","2014-15",101,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011153","Kew","A","Annual","2007","2006-07",-235,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011153","Kew","A","Annual","2008","2007-08",-69,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011153","Kew","A","Annual","2009","2008-09",-127,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011153","Kew","A","Annual","2010","2009-10",-237,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011153","Kew","A","Annual","2011","2010-11",-166,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011153","Kew","A","Annual","2012","2011-12",-78,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011153","Kew","A","Annual","2013","2012-13",-258,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011153","Kew","A","Annual","2014","2013-14",11,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011153","Kew","A","Annual","2015","2014-15",-130,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011154","Kew East","A","Annual","2007","2006-07",-16,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011154","Kew East","A","Annual","2008","2007-08",-51,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011154","Kew East","A","Annual","2009","2008-09",35,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011154","Kew East","A","Annual","2010","2009-10",-1,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011154","Kew East","A","Annual","2011","2010-11",-19,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011154","Kew East","A","Annual","2012","2011-12",-112,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011154","Kew East","A","Annual","2013","2012-13",-68,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","207011154","Kew East","A","Annual","2014","2013-14",-60,,
