name,numChange,perChange,area,year,pop
Braidwood,872,25.2,3418.4,2002,2811
Braidwood,872,25.2,3418.4,2003,2835
Braidwood,872,25.2,3418.4,2004,2844
Braidwood,872,25.2,3418.4,2005,2847
Braidwood,872,25.2,3418.4,2006,2965
Braidwood,872,25.2,3418.4,2008,3181
Braidwood,872,25.2,3418.4,2010,3429
Braidwood,872,25.2,3418.4,2011,3458
Braidwood,872,25.2,3418.4,2013,3685
Braidwood,872,25.2,3418.4,2014,3762
Braidwood,872,25.2,3418.4,2015,3849
Braidwood,872,25.2,3418.4,2019,4211
Braidwood,872,25.2,3418.4,2020,4273
Karabar,-546,-6,7,2001,9129
Karabar,-546,-6,7,2002,9199
Karabar,-546,-6,7,2003,9263
Karabar,-546,-6,7,2004,9277
Karabar,-546,-6,7,2006,9212
Karabar,-546,-6,7,2008,8994
Karabar,-546,-6,7,2013,8848
Karabar,-546,-6,7,2014,8731
Karabar,-546,-6,7,2016,8531
Karabar,-546,-6,7,2017,8526
Karabar,-546,-6,7,2019,8488
Karabar,-546,-6,7,2020,8519
Karabar,-546,-6,7,2021,8546
Queanbeyan,655,6.1,4.8,2001,9717
Queanbeyan,655,6.1,4.8,2002,9513
Queanbeyan,655,6.1,4.8,2003,9522
Queanbeyan,655,6.1,4.8,2005,9595
Queanbeyan,655,6.1,4.8,2006,9682
Queanbeyan,655,6.1,4.8,2007,9793
Queanbeyan,655,6.1,4.8,2014,11199
Queanbeyan,655,6.1,4.8,2015,11213
Queanbeyan,655,6.1,4.8,2017,11355
Queanbeyan,655,6.1,4.8,2018,11447
Queanbeyan,655,6.1,4.8,2020,11437
Queanbeyan - East,142,2.9,13,2001,3925
Queanbeyan - East,142,2.9,13,2003,4219
Queanbeyan - East,142,2.9,13,2004,4218
Queanbeyan - East,142,2.9,13,2005,4187
Queanbeyan - East,142,2.9,13,2006,4319
Queanbeyan - East,142,2.9,13,2007,4459
Queanbeyan - East,142,2.9,13,2008,4595
Queanbeyan - East,142,2.9,13,2009,4712
Queanbeyan - East,142,2.9,13,2010,4813
Queanbeyan - East,142,2.9,13,2011,4951
Queanbeyan - East,142,2.9,13,2012,4971
Queanbeyan - East,142,2.9,13,2013,4983
Queanbeyan - East,142,2.9,13,2014,4967
Queanbeyan - East,142,2.9,13,2015,4961
Queanbeyan - East,142,2.9,13,2019,5117
Queanbeyan West - Jerrabomberra,-480,-3.6,13.7,2001,9425
Queanbeyan West - Jerrabomberra,-480,-3.6,13.7,2004,11549
Queanbeyan West - Jerrabomberra,-480,-3.6,13.7,2006,12358
Queanbeyan West - Jerrabomberra,-480,-3.6,13.7,2007,12622
Queanbeyan West - Jerrabomberra,-480,-3.6,13.7,2008,12798
Queanbeyan West - Jerrabomberra,-480,-3.6,13.7,2009,12988
Queanbeyan West - Jerrabomberra,-480,-3.6,13.7,2010,13146
Queanbeyan West - Jerrabomberra,-480,-3.6,13.7,2011,13223
Queanbeyan West - Jerrabomberra,-480,-3.6,13.7,2014,13193
Queanbeyan West - Jerrabomberra,-480,-3.6,13.7,2015,13164
Queanbeyan West - Jerrabomberra,-480,-3.6,13.7,2019,12935
Queanbeyan West - Jerrabomberra,-480,-3.6,13.7,2020,12796
Queanbeyan West - Jerrabomberra,-480,-3.6,13.7,2021,12743
Googong,6194,12145.1,6.9,2001,26
Googong,6194,12145.1,6.9,2002,28
Googong,6194,12145.1,6.9,2003,32
Googong,6194,12145.1,6.9,2004,34
Googong,6194,12145.1,6.9,2006,43
Googong,6194,12145.1,6.9,2007,46
Googong,6194,12145.1,6.9,2008,48
Googong,6194,12145.1,6.9,2010,51
Googong,6194,12145.1,6.9,2011,51
Googong,6194,12145.1,6.9,2012,54
Googong,6194,12145.1,6.9,2013,64
Googong,6194,12145.1,6.9,2014,368
Googong,6194,12145.1,6.9,2015,937
Googong,6194,12145.1,6.9,2016,1613
Googong,6194,12145.1,6.9,2017,2589
Googong,6194,12145.1,6.9,2018,3453
Googong,6194,12145.1,6.9,2019,4484
Googong,6194,12145.1,6.9,2020,5448
Googong,6194,12145.1,6.9,2021,6245
Queanbeyan Surrounds,1962,13.5,3047.7,2003,11153
Queanbeyan Surrounds,1962,13.5,3047.7,2004,11498
Queanbeyan Surrounds,1962,13.5,3047.7,2005,11995
Queanbeyan Surrounds,1962,13.5,3047.7,2006,12539
Queanbeyan Surrounds,1962,13.5,3047.7,2008,13583
Queanbeyan Surrounds,1962,13.5,3047.7,2009,13978
Queanbeyan Surrounds,1962,13.5,3047.7,2010,14286
Queanbeyan Surrounds,1962,13.5,3047.7,2011,14561
Queanbeyan Surrounds,1962,13.5,3047.7,2012,14937
Queanbeyan Surrounds,1962,13.5,3047.7,2013,15345
Queanbeyan Surrounds,1962,13.5,3047.7,2014,15592
Queanbeyan Surrounds,1962,13.5,3047.7,2015,15681
Queanbeyan Surrounds,1962,13.5,3047.7,2016,15678
Queanbeyan Surrounds,1962,13.5,3047.7,2017,15766
Queanbeyan Surrounds,1962,13.5,3047.7,2018,15919
Queanbeyan Surrounds,1962,13.5,3047.7,2020,16267
Queanbeyan Surrounds,1962,13.5,3047.7,2021,16523
Bombala,-35,-1.4,3990.1,2001,2622
Bombala,-35,-1.4,3990.1,2002,2617
Bombala,-35,-1.4,3990.1,2004,2576
Bombala,-35,-1.4,3990.1,2005,2577
Bombala,-35,-1.4,3990.1,2006,2589
Bombala,-35,-1.4,3990.1,2007,2567
Bombala,-35,-1.4,3990.1,2008,2534
Bombala,-35,-1.4,3990.1,2009,2516
Bombala,-35,-1.4,3990.1,2011,2484
Bombala,-35,-1.4,3990.1,2012,2462
Bombala,-35,-1.4,3990.1,2013,2451
Bombala,-35,-1.4,3990.1,2014,2437
Bombala,-35,-1.4,3990.1,2015,2428
Bombala,-35,-1.4,3990.1,2017,2424
Bombala,-35,-1.4,3990.1,2018,2431
Bombala,-35,-1.4,3990.1,2019,2445
Bombala,-35,-1.4,3990.1,2020,2454
Bombala,-35,-1.4,3990.1,2021,2449
Cooma,-175,-2.5,103.6,2001,6915
Cooma,-175,-2.5,103.6,2002,6945
Cooma,-175,-2.5,103.6,2003,6981
Cooma,-175,-2.5,103.6,2007,6964
Cooma,-175,-2.5,103.6,2008,6936
Cooma,-175,-2.5,103.6,2009,6932
Cooma,-175,-2.5,103.6,2010,6934
Cooma,-175,-2.5,103.6,2011,6935
Cooma,-175,-2.5,103.6,2012,6931
Cooma,-175,-2.5,103.6,2013,6924
Cooma,-175,-2.5,103.6,2014,6914
Cooma,-175,-2.5,103.6,2015,6887
Cooma,-175,-2.5,103.6,2017,6866
Cooma,-175,-2.5,103.6,2018,6873
Cooma,-175,-2.5,103.6,2019,6865
Cooma,-175,-2.5,103.6,2020,6829
Cooma Surrounds,189,5.8,6251,2001,2932
Cooma Surrounds,189,5.8,6251,2002,2946
Cooma Surrounds,189,5.8,6251,2003,2991
Cooma Surrounds,189,5.8,6251,2006,3141
Cooma Surrounds,189,5.8,6251,2007,3186
Cooma Surrounds,189,5.8,6251,2008,3196
Cooma Surrounds,189,5.8,6251,2009,3211
Cooma Surrounds,189,5.8,6251,2010,3244
Cooma Surrounds,189,5.8,6251,2011,3271
Cooma Surrounds,189,5.8,6251,2012,3282
Cooma Surrounds,189,5.8,6251,2013,3294
Cooma Surrounds,189,5.8,6251,2015,3314
Cooma Surrounds,189,5.8,6251,2016,3327
Cooma Surrounds,189,5.8,6251,2017,3333
Cooma Surrounds,189,5.8,6251,2018,3349
Cooma Surrounds,189,5.8,6251,2019,3372
Cooma Surrounds,189,5.8,6251,2020,3415
Jindabyne - Berridale,1139,16.5,3939.8,2001,6341
Jindabyne - Berridale,1139,16.5,3939.8,2002,6497
Jindabyne - Berridale,1139,16.5,3939.8,2003,6522
Jindabyne - Berridale,1139,16.5,3939.8,2004,6521
Jindabyne - Berridale,1139,16.5,3939.8,2005,6533
Jindabyne - Berridale,1139,16.5,3939.8,2006,6585
Jindabyne - Berridale,1139,16.5,3939.8,2007,6696
Jindabyne - Berridale,1139,16.5,3939.8,2008,6774
Jindabyne - Berridale,1139,16.5,3939.8,2009,6842
Jindabyne - Berridale,1139,16.5,3939.8,2010,6896
Jindabyne - Berridale,1139,16.5,3939.8,2012,6932
Jindabyne - Berridale,1139,16.5,3939.8,2013,6963
Jindabyne - Berridale,1139,16.5,3939.8,2014,6987
Jindabyne - Berridale,1139,16.5,3939.8,2017,7227
Jindabyne - Berridale,1139,16.5,3939.8,2018,7389
Jindabyne - Berridale,1139,16.5,3939.8,2020,7769
Batemans Bay,815,10.5,63.7,2001,6537
Batemans Bay,815,10.5,63.7,2002,6724
Batemans Bay,815,10.5,63.7,2003,6993
Batemans Bay,815,10.5,63.7,2004,7162
Batemans Bay,815,10.5,63.7,2005,7293
Batemans Bay,815,10.5,63.7,2006,7382
Batemans Bay,815,10.5,63.7,2008,7597
Batemans Bay,815,10.5,63.7,2009,7644
Batemans Bay,815,10.5,63.7,2010,7669
Batemans Bay,815,10.5,63.7,2011,7772
Batemans Bay,815,10.5,63.7,2012,7771
Batemans Bay,815,10.5,63.7,2013,7776
Batemans Bay,815,10.5,63.7,2015,7829
Batemans Bay,815,10.5,63.7,2016,7871
Batemans Bay,815,10.5,63.7,2018,8135
Batemans Bay,815,10.5,63.7,2019,8276
Batemans Bay,815,10.5,63.7,2021,8587
Batemans Bay - South,325,3.8,30.6,2002,7412
Batemans Bay - South,325,3.8,30.6,2004,7746
Batemans Bay - South,325,3.8,30.6,2005,7845
Batemans Bay - South,325,3.8,30.6,2006,7892
Batemans Bay - South,325,3.8,30.6,2009,8295
Batemans Bay - South,325,3.8,30.6,2012,8559
Batemans Bay - South,325,3.8,30.6,2013,8546
Batemans Bay - South,325,3.8,30.6,2014,8532
Batemans Bay - South,325,3.8,30.6,2015,8519
Batemans Bay - South,325,3.8,30.6,2017,8563
Batemans Bay - South,325,3.8,30.6,2018,8611
Batemans Bay - South,325,3.8,30.6,2019,8666
Batemans Bay - South,325,3.8,30.6,2020,8757
Bega - Tathra,493,5.9,183.9,2001,7928
Bega - Tathra,493,5.9,183.9,2002,7971
Bega - Tathra,493,5.9,183.9,2004,8151
Bega - Tathra,493,5.9,183.9,2005,8159
Bega - Tathra,493,5.9,183.9,2006,8178
Bega - Tathra,493,5.9,183.9,2007,8231
Bega - Tathra,493,5.9,183.9,2008,8236
Bega - Tathra,493,5.9,183.9,2009,8275
Bega - Tathra,493,5.9,183.9,2010,8349
Bega - Tathra,493,5.9,183.9,2011,8353
Bega - Tathra,493,5.9,183.9,2012,8395
Bega - Tathra,493,5.9,183.9,2013,8448
Bega - Tathra,493,5.9,183.9,2016,8593
Bega - Tathra,493,5.9,183.9,2017,8647
Bega - Tathra,493,5.9,183.9,2018,8684
Bega - Tathra,493,5.9,183.9,2019,8742
Bega - Tathra,493,5.9,183.9,2021,8846
Bega-Eden Hinterland,454,5,4709.8,2001,8429
Bega-Eden Hinterland,454,5,4709.8,2003,8549
Bega-Eden Hinterland,454,5,4709.8,2004,8658
Bega-Eden Hinterland,454,5,4709.8,2005,8741
Bega-Eden Hinterland,454,5,4709.8,2006,8798
Bega-Eden Hinterland,454,5,4709.8,2007,8826
Bega-Eden Hinterland,454,5,4709.8,2008,8883
Bega-Eden Hinterland,454,5,4709.8,2009,8993
Bega-Eden Hinterland,454,5,4709.8,2014,8996
Bega-Eden Hinterland,454,5,4709.8,2015,8971
Bega-Eden Hinterland,454,5,4709.8,2016,8952
Bega-Eden Hinterland,454,5,4709.8,2018,9141
Bega-Eden Hinterland,454,5,4709.8,2019,9228
Bega-Eden Hinterland,454,5,4709.8,2021,9527
Broulee - Tomakin,871,30,24.2,2001,2637
Broulee - Tomakin,871,30,24.2,2002,2695
Broulee - Tomakin,871,30,24.2,2004,2756
Broulee - Tomakin,871,30,24.2,2005,2788
Broulee - Tomakin,871,30,24.2,2006,2811
Broulee - Tomakin,871,30,24.2,2007,2796
Broulee - Tomakin,871,30,24.2,2009,2827
Broulee - Tomakin,871,30,24.2,2010,2879
Broulee - Tomakin,871,30,24.2,2012,2972
Broulee - Tomakin,871,30,24.2,2014,3165
Broulee - Tomakin,871,30,24.2,2015,3275
Broulee - Tomakin,871,30,24.2,2016,3341
Broulee - Tomakin,871,30,24.2,2018,3489
Broulee - Tomakin,871,30,24.2,2020,3679
Broulee - Tomakin,871,30,24.2,2021,3771
Deua - Wadbilliga,-20,-32.8,2782,2001,38
Deua - Wadbilliga,-20,-32.8,2782,2002,38
Deua - Wadbilliga,-20,-32.8,2782,2003,37
Deua - Wadbilliga,-20,-32.8,2782,2004,37
Deua - Wadbilliga,-20,-32.8,2782,2005,35
Deua - Wadbilliga,-20,-32.8,2782,2006,34
Deua - Wadbilliga,-20,-32.8,2782,2008,45
Deua - Wadbilliga,-20,-32.8,2782,2009,51
Deua - Wadbilliga,-20,-32.8,2782,2010,56
Deua - Wadbilliga,-20,-32.8,2782,2011,61
Deua - Wadbilliga,-20,-32.8,2782,2012,55
Deua - Wadbilliga,-20,-32.8,2782,2013,46
Deua - Wadbilliga,-20,-32.8,2782,2015,32
Deua - Wadbilliga,-20,-32.8,2782,2016,25
Deua - Wadbilliga,-20,-32.8,2782,2017,28
Deua - Wadbilliga,-20,-32.8,2782,2018,31
Deua - Wadbilliga,-20,-32.8,2782,2019,35
Deua - Wadbilliga,-20,-32.8,2782,2020,38
Deua - Wadbilliga,-20,-32.8,2782,2021,41
Eden,88,2.6,94.8,2001,3365
Eden,88,2.6,94.8,2002,3324
Eden,88,2.6,94.8,2003,3283
Eden,88,2.6,94.8,2005,3275
Eden,88,2.6,94.8,2006,3234
Eden,88,2.6,94.8,2007,3255
Eden,88,2.6,94.8,2010,3312
Eden,88,2.6,94.8,2011,3321
Eden,88,2.6,94.8,2013,3316
Eden,88,2.6,94.8,2016,3298
Eden,88,2.6,94.8,2019,3328
Eden,88,2.6,94.8,2020,3358
Eurobodalla Hinterland,194,5.8,1460,2003,3159
Eurobodalla Hinterland,194,5.8,1460,2004,3223
Eurobodalla Hinterland,194,5.8,1460,2005,3276
Eurobodalla Hinterland,194,5.8,1460,2006,3347
Eurobodalla Hinterland,194,5.8,1460,2007,3361
Eurobodalla Hinterland,194,5.8,1460,2008,3372
Eurobodalla Hinterland,194,5.8,1460,2009,3366
Eurobodalla Hinterland,194,5.8,1460,2010,3361
Eurobodalla Hinterland,194,5.8,1460,2011,3328
Eurobodalla Hinterland,194,5.8,1460,2013,3318
Eurobodalla Hinterland,194,5.8,1460,2015,3356
Eurobodalla Hinterland,194,5.8,1460,2016,3379
Eurobodalla Hinterland,194,5.8,1460,2017,3378
Eurobodalla Hinterland,194,5.8,1460,2018,3391
Eurobodalla Hinterland,194,5.8,1460,2020,3457
Eurobodalla Hinterland,194,5.8,1460,2021,3522
Merimbula - Tura Beach,1273,12.5,97.3,2002,8937
Merimbula - Tura Beach,1273,12.5,97.3,2004,9221
Merimbula - Tura Beach,1273,12.5,97.3,2007,9677
Merimbula - Tura Beach,1273,12.5,97.3,2008,9798
Merimbula - Tura Beach,1273,12.5,97.3,2009,9871
Merimbula - Tura Beach,1273,12.5,97.3,2019,11258
Merimbula - Tura Beach,1273,12.5,97.3,2020,11358
Merimbula - Tura Beach,1273,12.5,97.3,2021,11425
Moruya - Tuross Head,671,8.5,165.4,2001,7421
Moruya - Tuross Head,671,8.5,165.4,2002,7568
Moruya - Tuross Head,671,8.5,165.4,2004,7628
Moruya - Tuross Head,671,8.5,165.4,2005,7643
Moruya - Tuross Head,671,8.5,165.4,2008,7725
Moruya - Tuross Head,671,8.5,165.4,2009,7752
Moruya - Tuross Head,671,8.5,165.4,2010,7816
Moruya - Tuross Head,671,8.5,165.4,2011,7885
Moruya - Tuross Head,671,8.5,165.4,2012,7863
Moruya - Tuross Head,671,8.5,165.4,2013,7874
Moruya - Tuross Head,671,8.5,165.4,2014,7933
Moruya - Tuross Head,671,8.5,165.4,2017,8158
Moruya - Tuross Head,671,8.5,165.4,2018,8251
Moruya - Tuross Head,671,8.5,165.4,2019,8353
Moruya - Tuross Head,671,8.5,165.4,2020,8451
Moruya - Tuross Head,671,8.5,165.4,2021,8556
Narooma - Bermagui,846,9.4,252.7,2001,8684
Narooma - Bermagui,846,9.4,252.7,2003,8848
Narooma - Bermagui,846,9.4,252.7,2004,8935
Narooma - Bermagui,846,9.4,252.7,2005,8914
Narooma - Bermagui,846,9.4,252.7,2007,8864
Narooma - Bermagui,846,9.4,252.7,2008,8846
Narooma - Bermagui,846,9.4,252.7,2010,8949
Narooma - Bermagui,846,9.4,252.7,2011,8982
Narooma - Bermagui,846,9.4,252.7,2016,9134
Narooma - Bermagui,846,9.4,252.7,2017,9281
Narooma - Bermagui,846,9.4,252.7,2019,9527
Narooma - Bermagui,846,9.4,252.7,2020,9663
Narooma - Bermagui,846,9.4,252.7,2021,9828
Goulburn,2481,11.2,64.8,2003,21282
Goulburn,2481,11.2,64.8,2008,21281
Goulburn,2481,11.2,64.8,2009,21629
Goulburn,2481,11.2,64.8,2010,21973
Goulburn,2481,11.2,64.8,2012,22442
Goulburn,2481,11.2,64.8,2013,22673
Goulburn,2481,11.2,64.8,2014,22897
Goulburn,2481,11.2,64.8,2015,23138
Goulburn,2481,11.2,64.8,2016,23415
Goulburn,2481,11.2,64.8,2017,23722
Goulburn,2481,11.2,64.8,2020,24588
Goulburn,2481,11.2,64.8,2021,24683
Goulburn Surrounds,1832,15.3,9035.1,2004,11183
Goulburn Surrounds,1832,15.3,9035.1,2005,11329
Goulburn Surrounds,1832,15.3,9035.1,2007,11495
Goulburn Surrounds,1832,15.3,9035.1,2008,11657
Goulburn Surrounds,1832,15.3,9035.1,2009,11783
Goulburn Surrounds,1832,15.3,9035.1,2011,11956
Goulburn Surrounds,1832,15.3,9035.1,2012,12148
Goulburn Surrounds,1832,15.3,9035.1,2013,12346
Goulburn Surrounds,1832,15.3,9035.1,2014,12533
Goulburn Surrounds,1832,15.3,9035.1,2015,12715
Goulburn Surrounds,1832,15.3,9035.1,2018,13193
Goulburn Surrounds,1832,15.3,9035.1,2019,13359
Goulburn Surrounds,1832,15.3,9035.1,2020,13569
Goulburn Surrounds,1832,15.3,9035.1,2021,13788
Yass,210,3.2,99.7,2001,5342
Yass,210,3.2,99.7,2002,5444
Yass,210,3.2,99.7,2003,5588
Yass,210,3.2,99.7,2004,5651
Yass,210,3.2,99.7,2005,5684
Yass,210,3.2,99.7,2006,5747
Yass,210,3.2,99.7,2007,5822
Yass,210,3.2,99.7,2008,5953
Yass,210,3.2,99.7,2009,6168
Yass,210,3.2,99.7,2011,6549
Yass,210,3.2,99.7,2012,6563
Yass,210,3.2,99.7,2013,6586
Yass,210,3.2,99.7,2014,6612
Yass,210,3.2,99.7,2015,6635
Yass,210,3.2,99.7,2016,6664
Yass,210,3.2,99.7,2018,6729
Yass,210,3.2,99.7,2019,6761
Yass,210,3.2,99.7,2020,6782
Yass,210,3.2,99.7,2021,6759
Yass Surrounds,1830,16.9,5680.6,2001,8258
Yass Surrounds,1830,16.9,5680.6,2002,8526
Yass Surrounds,1830,16.9,5680.6,2003,8793
Yass Surrounds,1830,16.9,5680.6,2005,9158
Yass Surrounds,1830,16.9,5680.6,2006,9355
Yass Surrounds,1830,16.9,5680.6,2007,9723
Yass Surrounds,1830,16.9,5680.6,2013,11298
Yass Surrounds,1830,16.9,5680.6,2015,11619
Yass Surrounds,1830,16.9,5680.6,2016,11831
Yass Surrounds,1830,16.9,5680.6,2017,11957
Yass Surrounds,1830,16.9,5680.6,2019,12227
Yass Surrounds,1830,16.9,5680.6,2020,12413
Young,384,3.6,505.8,2001,9811
Young,384,3.6,505.8,2002,9871
Young,384,3.6,505.8,2003,9953
Young Surrounds,30,0.4,5849.8,2003,7522
Young Surrounds,30,0.4,5849.8,2004,7474
Young Surrounds,30,0.4,5849.8,2005,7443
Young Surrounds,30,0.4,5849.8,2006,7439
Young Surrounds,30,0.4,5849.8,2008,7416
Young Surrounds,30,0.4,5849.8,2009,7461
Young Surrounds,30,0.4,5849.8,2010,7558
Young Surrounds,30,0.4,5849.8,2011,7623
Young Surrounds,30,0.4,5849.8,2012,7585
Young Surrounds,30,0.4,5849.8,2013,7534
Young Surrounds,30,0.4,5849.8,2014,7492
Young Surrounds,30,0.4,5849.8,2015,7444
Young Surrounds,30,0.4,5849.8,2016,7396
Young Surrounds,30,0.4,5849.8,2017,7447
Young Surrounds,30,0.4,5849.8,2020,7597
Young Surrounds,30,0.4,5849.8,2021,7653
Avoca Beach - Copacabana,241,3.3,6.4,2002,7118
Avoca Beach - Copacabana,241,3.3,6.4,2005,6986
Avoca Beach - Copacabana,241,3.3,6.4,2006,6949
Avoca Beach - Copacabana,241,3.3,6.4,2007,6996
Avoca Beach - Copacabana,241,3.3,6.4,2008,7136
Avoca Beach - Copacabana,241,3.3,6.4,2009,7237
Avoca Beach - Copacabana,241,3.3,6.4,2011,7289
Avoca Beach - Copacabana,241,3.3,6.4,2012,7362
Avoca Beach - Copacabana,241,3.3,6.4,2013,7428
Avoca Beach - Copacabana,241,3.3,6.4,2015,7562
Avoca Beach - Copacabana,241,3.3,6.4,2016,7626
Avoca Beach - Copacabana,241,3.3,6.4,2017,7642
Avoca Beach - Copacabana,241,3.3,6.4,2018,7647
Avoca Beach - Copacabana,241,3.3,6.4,2019,7633
Calga - Kulnura,170,3.7,768,2001,4793
Calga - Kulnura,170,3.7,768,2003,4788
Calga - Kulnura,170,3.7,768,2004,4744
Calga - Kulnura,170,3.7,768,2005,4743
Calga - Kulnura,170,3.7,768,2006,4756
Calga - Kulnura,170,3.7,768,2007,4727
Calga - Kulnura,170,3.7,768,2008,4713
Calga - Kulnura,170,3.7,768,2009,4682
Calga - Kulnura,170,3.7,768,2010,4652
Calga - Kulnura,170,3.7,768,2011,4578
Calga - Kulnura,170,3.7,768,2012,4632
Calga - Kulnura,170,3.7,768,2013,4691
Calga - Kulnura,170,3.7,768,2014,4746
Calga - Kulnura,170,3.7,768,2015,4799
Calga - Kulnura,170,3.7,768,2016,4858
Calga - Kulnura,170,3.7,768,2018,4827
Calga - Kulnura,170,3.7,768,2020,4773
Calga - Kulnura,170,3.7,768,2021,4748
Erina - Green Point,731,5.2,33.8,2001,13184
Erina - Green Point,731,5.2,33.8,2002,13358
Erina - Green Point,731,5.2,33.8,2003,13612
Erina - Green Point,731,5.2,33.8,2004,13683
Erina - Green Point,731,5.2,33.8,2006,13674
Erina - Green Point,731,5.2,33.8,2007,13729
Erina - Green Point,731,5.2,33.8,2008,13862
Erina - Green Point,731,5.2,33.8,2012,14122
Erina - Green Point,731,5.2,33.8,2013,14186
Erina - Green Point,731,5.2,33.8,2014,14243
Erina - Green Point,731,5.2,33.8,2015,14285
Erina - Green Point,731,5.2,33.8,2016,14342
Erina - Green Point,731,5.2,33.8,2017,14492
Erina - Green Point,731,5.2,33.8,2018,14652
Erina - Green Point,731,5.2,33.8,2020,14834
Gosford - Springfield,2598,13.9,16.9,2002,16287
Gosford - Springfield,2598,13.9,16.9,2003,16694
Gosford - Springfield,2598,13.9,16.9,2004,16738
Gosford - Springfield,2598,13.9,16.9,2007,17576
Gosford - Springfield,2598,13.9,16.9,2008,17949
Gosford - Springfield,2598,13.9,16.9,2009,18173
Gosford - Springfield,2598,13.9,16.9,2011,18748
Gosford - Springfield,2598,13.9,16.9,2012,18932
Gosford - Springfield,2598,13.9,16.9,2013,18998
Gosford - Springfield,2598,13.9,16.9,2015,19194
Gosford - Springfield,2598,13.9,16.9,2016,19382
Gosford - Springfield,2598,13.9,16.9,2017,19692
Gosford - Springfield,2598,13.9,16.9,2021,21346
Kariong,-151,-2.3,8.3,2001,6558
Kariong,-151,-2.3,8.3,2002,6543
Kariong,-151,-2.3,8.3,2003,6496
Kariong,-151,-2.3,8.3,2004,6458
Kariong,-151,-2.3,8.3,2005,6455
Kariong,-151,-2.3,8.3,2006,6446
Kariong,-151,-2.3,8.3,2007,6535
Kariong,-151,-2.3,8.3,2008,6647
Kariong,-151,-2.3,8.3,2009,6729
Kariong,-151,-2.3,8.3,2010,6721
Kariong,-151,-2.3,8.3,2011,6669
Kariong,-151,-2.3,8.3,2013,6643
Kariong,-151,-2.3,8.3,2014,6633
Kariong,-151,-2.3,8.3,2016,6586
Kariong,-151,-2.3,8.3,2017,6575
Kariong,-151,-2.3,8.3,2018,6571
Kariong,-151,-2.3,8.3,2019,6561
Kariong,-151,-2.3,8.3,2020,6555
Kariong,-151,-2.3,8.3,2021,6518
Kincumber - Picketts Valley,289,3.9,11.7,2001,7319
Kincumber - Picketts Valley,289,3.9,11.7,2002,7432
Kincumber - Picketts Valley,289,3.9,11.7,2003,7414
Kincumber - Picketts Valley,289,3.9,11.7,2004,7397
Kincumber - Picketts Valley,289,3.9,11.7,2005,7398
Kincumber - Picketts Valley,289,3.9,11.7,2006,7394
Kincumber - Picketts Valley,289,3.9,11.7,2007,7325
Kincumber - Picketts Valley,289,3.9,11.7,2008,7339
Kincumber - Picketts Valley,289,3.9,11.7,2009,7361
Kincumber - Picketts Valley,289,3.9,11.7,2010,7384
Kincumber - Picketts Valley,289,3.9,11.7,2011,7339
Kincumber - Picketts Valley,289,3.9,11.7,2012,7365
Kincumber - Picketts Valley,289,3.9,11.7,2014,7425
Kincumber - Picketts Valley,289,3.9,11.7,2015,7448
Kincumber - Picketts Valley,289,3.9,11.7,2016,7483
Kincumber - Picketts Valley,289,3.9,11.7,2017,7523
Kincumber - Picketts Valley,289,3.9,11.7,2018,7575
Kincumber - Picketts Valley,289,3.9,11.7,2020,7623
Kincumber - Picketts Valley,289,3.9,11.7,2021,7628
Narara,466,6.9,7.7,2002,6961
Narara,466,6.9,7.7,2003,6814
Narara,466,6.9,7.7,2004,6729
Narara,466,6.9,7.7,2005,6654
Narara,466,6.9,7.7,2006,6598
Narara,466,6.9,7.7,2008,6626
Narara,466,6.9,7.7,2010,6738
Narara,466,6.9,7.7,2011,6725
Narara,466,6.9,7.7,2012,6747
Narara,466,6.9,7.7,2013,6779
Narara,466,6.9,7.7,2014,6798
Narara,466,6.9,7.7,2015,6822
Narara,466,6.9,7.7,2016,6848
Narara,466,6.9,7.7,2017,6922
Narara,466,6.9,7.7,2018,6989
Narara,466,6.9,7.7,2021,7191
Niagara Park - Lisarow,-62,-0.7,16.7,2001,7341
Niagara Park - Lisarow,-62,-0.7,16.7,2002,7467
Niagara Park - Lisarow,-62,-0.7,16.7,2003,7489
Niagara Park - Lisarow,-62,-0.7,16.7,2004,7526
Niagara Park - Lisarow,-62,-0.7,16.7,2005,7581
Niagara Park - Lisarow,-62,-0.7,16.7,2006,7666
Niagara Park - Lisarow,-62,-0.7,16.7,2007,7799
Niagara Park - Lisarow,-62,-0.7,16.7,2008,7985
Niagara Park - Lisarow,-62,-0.7,16.7,2009,8179
Niagara Park - Lisarow,-62,-0.7,16.7,2011,8299
Niagara Park - Lisarow,-62,-0.7,16.7,2012,8277
Niagara Park - Lisarow,-62,-0.7,16.7,2013,8264
Niagara Park - Lisarow,-62,-0.7,16.7,2014,8243
Niagara Park - Lisarow,-62,-0.7,16.7,2015,8215
Niagara Park - Lisarow,-62,-0.7,16.7,2017,8218
Niagara Park - Lisarow,-62,-0.7,16.7,2019,8229
Niagara Park - Lisarow,-62,-0.7,16.7,2020,8221
Niagara Park - Lisarow,-62,-0.7,16.7,2021,8237
Point Clare - Koolewong,62,1,6.8,2001,6393
Point Clare - Koolewong,62,1,6.8,2002,6368
Point Clare - Koolewong,62,1,6.8,2003,6265
Point Clare - Koolewong,62,1,6.8,2004,6187
Point Clare - Koolewong,62,1,6.8,2005,6122
Point Clare - Koolewong,62,1,6.8,2007,6124
Point Clare - Koolewong,62,1,6.8,2009,6359
