"","Region","TIME_FY","Time","Value","dist_from_syd"
"1502","Dee Why - North Curl Curl",2014,"2013-14",-15,NA
"1503","Dee Why - North Curl Curl",2015,"2014-15",-83,NA
"1504","Forestville - Killarney Heights",2007,"2006-07",48,NA
"1505","Forestville - Killarney Heights",2008,"2007-08",-41,NA
"1506","Forestville - Killarney Heights",2009,"2008-09",-84,NA
"1507","Forestville - Killarney Heights",2010,"2009-10",33,NA
"1508","Forestville - Killarney Heights",2011,"2010-11",-13,NA
"1509","Forestville - Killarney Heights",2012,"2011-12",69,NA
"1510","Forestville - Killarney Heights",2013,"2012-13",-109,NA
"1511","Forestville - Killarney Heights",2014,"2013-14",43,NA
"1512","Forestville - Killarney Heights",2015,"2014-15",-21,NA
"1513","Frenchs Forest - Belrose",2007,"2006-07",118,NA
"1514","Frenchs Forest - Belrose",2008,"2007-08",-56,NA
"1515","Frenchs Forest - Belrose",2009,"2008-09",-77,NA
"1516","Frenchs Forest - Belrose",2010,"2009-10",30,NA
"1517","Frenchs Forest - Belrose",2011,"2010-11",-41,NA
"1518","Frenchs Forest - Belrose",2012,"2011-12",-208,NA
"1519","Frenchs Forest - Belrose",2013,"2012-13",-82,NA
"1520","Frenchs Forest - Belrose",2014,"2013-14",12,NA
"1521","Frenchs Forest - Belrose",2015,"2014-15",29,NA
"1522","Freshwater - Brookvale",2007,"2006-07",-122,NA
"1523","Freshwater - Brookvale",2008,"2007-08",-278,NA
"1524","Freshwater - Brookvale",2009,"2008-09",-198,NA
"1525","Freshwater - Brookvale",2010,"2009-10",-22,NA
"1526","Freshwater - Brookvale",2011,"2010-11",-175,NA
"1527","Freshwater - Brookvale",2012,"2011-12",-90,NA
"1528","Freshwater - Brookvale",2013,"2012-13",-53,NA
"1529","Freshwater - Brookvale",2014,"2013-14",-127,NA
"1530","Freshwater - Brookvale",2015,"2014-15",-202,NA
"1531","Manly Vale - Allambie Heights",2007,"2006-07",-35,NA
"1532","Manly Vale - Allambie Heights",2008,"2007-08",-39,NA
"1533","Manly Vale - Allambie Heights",2009,"2008-09",42,NA
"1534","Manly Vale - Allambie Heights",2010,"2009-10",62,NA
"1535","Manly Vale - Allambie Heights",2011,"2010-11",31,NA
"1536","Manly Vale - Allambie Heights",2012,"2011-12",163,NA
"1537","Manly Vale - Allambie Heights",2013,"2012-13",-43,NA
"1538","Manly Vale - Allambie Heights",2014,"2013-14",-18,NA
"1539","Manly Vale - Allambie Heights",2015,"2014-15",-57,NA
"1540","Narrabeen - Collaroy",2007,"2006-07",-96,NA
"1541","Narrabeen - Collaroy",2008,"2007-08",57,NA
"1542","Narrabeen - Collaroy",2009,"2008-09",-58,NA
"1543","Narrabeen - Collaroy",2010,"2009-10",104,NA
"1544","Narrabeen - Collaroy",2011,"2010-11",-78,NA
"1545","Narrabeen - Collaroy",2012,"2011-12",-63,NA
"1546","Narrabeen - Collaroy",2013,"2012-13",169,NA
"1547","Narrabeen - Collaroy",2014,"2013-14",248,NA
"1548","Narrabeen - Collaroy",2015,"2014-15",114,NA
"1549","Terrey Hills - Duffys Forest",2007,"2006-07",-34,NA
"1550","Terrey Hills - Duffys Forest",2008,"2007-08",-12,NA
"1551","Terrey Hills - Duffys Forest",2009,"2008-09",-27,NA
"1552","Terrey Hills - Duffys Forest",2010,"2009-10",25,NA
"1553","Terrey Hills - Duffys Forest",2011,"2010-11",-54,NA
"1554","Terrey Hills - Duffys Forest",2012,"2011-12",-25,NA
"1555","Terrey Hills - Duffys Forest",2013,"2012-13",-3,NA
"1556","Terrey Hills - Duffys Forest",2014,"2013-14",22,NA
"1557","Terrey Hills - Duffys Forest",2015,"2014-15",-4,NA
"1558","Camden - Ellis Lane",2007,"2006-07",62,NA
"1559","Camden - Ellis Lane",2008,"2007-08",82,NA
"1560","Camden - Ellis Lane",2009,"2008-09",172,NA
"1561","Camden - Ellis Lane",2010,"2009-10",207,NA
"1562","Camden - Ellis Lane",2011,"2010-11",355,NA
"1563","Camden - Ellis Lane",2012,"2011-12",395,NA
"1564","Camden - Ellis Lane",2013,"2012-13",390,NA
"1565","Camden - Ellis Lane",2014,"2013-14",334,NA
"1566","Camden - Ellis Lane",2015,"2014-15",343,NA
"1567","Elderslie - Harrington Park",2007,"2006-07",234,NA
"1568","Elderslie - Harrington Park",2008,"2007-08",276,NA
"1569","Elderslie - Harrington Park",2009,"2008-09",408,NA
"1570","Elderslie - Harrington Park",2010,"2009-10",374,NA
"1571","Elderslie - Harrington Park",2011,"2010-11",618,NA
"1572","Elderslie - Harrington Park",2012,"2011-12",549,NA
"1573","Elderslie - Harrington Park",2013,"2012-13",565,NA
"1574","Elderslie - Harrington Park",2014,"2013-14",739,NA
"1575","Elderslie - Harrington Park",2015,"2014-15",889,NA
"1576","Mount Annan - Currans Hill",2007,"2006-07",276,NA
"1577","Mount Annan - Currans Hill",2008,"2007-08",301,NA
"1578","Mount Annan - Currans Hill",2009,"2008-09",417,NA
"1579","Mount Annan - Currans Hill",2010,"2009-10",300,NA
"1580","Mount Annan - Currans Hill",2011,"2010-11",469,NA
"1581","Mount Annan - Currans Hill",2012,"2011-12",377,NA
"1582","Mount Annan - Currans Hill",2013,"2012-13",495,NA
"1583","Mount Annan - Currans Hill",2014,"2013-14",687,NA
"1584","Mount Annan - Currans Hill",2015,"2014-15",675,NA
"1585","Bradbury - Wedderburn",2007,"2006-07",-228,NA
"1586","Bradbury - Wedderburn",2008,"2007-08",-190,NA
"1587","Bradbury - Wedderburn",2009,"2008-09",-104,NA
"1588","Bradbury - Wedderburn",2010,"2009-10",-73,NA
"1589","Bradbury - Wedderburn",2011,"2010-11",-95,NA
"1590","Bradbury - Wedderburn",2012,"2011-12",-254,NA
"1591","Bradbury - Wedderburn",2013,"2012-13",-300,NA
"1592","Bradbury - Wedderburn",2014,"2013-14",-191,NA
"1593","Bradbury - Wedderburn",2015,"2014-15",-87,NA
"1594","Campbelltown - Woodbine",2007,"2006-07",36,NA
"1595","Campbelltown - Woodbine",2008,"2007-08",79,NA
"1596","Campbelltown - Woodbine",2009,"2008-09",141,NA
"1597","Campbelltown - Woodbine",2010,"2009-10",142,NA
"1598","Campbelltown - Woodbine",2011,"2010-11",121,NA
"1599","Campbelltown - Woodbine",2012,"2011-12",-68,NA
"1600","Campbelltown - Woodbine",2013,"2012-13",-72,NA
"1601","Campbelltown - Woodbine",2014,"2013-14",-15,NA
"1602","Campbelltown - Woodbine",2015,"2014-15",128,NA
"1603","Claymore - Eagle Vale - Raby",2007,"2006-07",-456,NA
"1604","Claymore - Eagle Vale - Raby",2008,"2007-08",-222,NA
"1605","Claymore - Eagle Vale - Raby",2009,"2008-09",-389,NA
"1606","Claymore - Eagle Vale - Raby",2010,"2009-10",-445,NA
"1607","Claymore - Eagle Vale - Raby",2011,"2010-11",-322,NA
"1608","Claymore - Eagle Vale - Raby",2012,"2011-12",-563,NA
"1609","Claymore - Eagle Vale - Raby",2013,"2012-13",-600,NA
"1610","Claymore - Eagle Vale - Raby",2014,"2013-14",-409,NA
"1611","Claymore - Eagle Vale - Raby",2015,"2014-15",-342,NA
"1612","Holsworthy Military Area",2007,"2006-07",0,NA
"1613","Holsworthy Military Area",2008,"2007-08",0,NA
"1614","Holsworthy Military Area",2009,"2008-09",0,NA
"1615","Holsworthy Military Area",2010,"2009-10",0,NA
"1616","Holsworthy Military Area",2011,"2010-11",0,NA
"1617","Holsworthy Military Area",2012,"2011-12",0,NA
"1618","Holsworthy Military Area",2013,"2012-13",0,NA
"1619","Holsworthy Military Area",2014,"2013-14",0,NA
"1620","Holsworthy Military Area",2015,"2014-15",0,NA
"1621","Ingleburn - Denham Court",2007,"2006-07",-98,NA
"1622","Ingleburn - Denham Court",2008,"2007-08",-45,NA
"1623","Ingleburn - Denham Court",2009,"2008-09",68,NA
"1624","Ingleburn - Denham Court",2010,"2009-10",-9,NA
"1625","Ingleburn - Denham Court",2011,"2010-11",-149,NA
"1626","Ingleburn - Denham Court",2012,"2011-12",110,NA
"1627","Ingleburn - Denham Court",2013,"2012-13",91,NA
"1628","Ingleburn - Denham Court",2014,"2013-14",149,NA
"1629","Ingleburn - Denham Court",2015,"2014-15",342,NA
"1630","Leumeah - Minto Heights",2007,"2006-07",-159,NA
"1631","Leumeah - Minto Heights",2008,"2007-08",-125,NA
"1632","Leumeah - Minto Heights",2009,"2008-09",-98,NA
"1633","Leumeah - Minto Heights",2010,"2009-10",-45,NA
"1634","Leumeah - Minto Heights",2011,"2010-11",-71,NA
"1635","Leumeah - Minto Heights",2012,"2011-12",-172,NA
"1636","Leumeah - Minto Heights",2013,"2012-13",-209,NA
"1637","Leumeah - Minto Heights",2014,"2013-14",-155,NA
"1638","Leumeah - Minto Heights",2015,"2014-15",-30,NA
"1639","Macquarie Fields - Glenfield",2007,"2006-07",-407,NA
"1640","Macquarie Fields - Glenfield",2008,"2007-08",-114,NA
"1641","Macquarie Fields - Glenfield",2009,"2008-09",17,NA
"1642","Macquarie Fields - Glenfield",2010,"2009-10",-323,NA
"1643","Macquarie Fields - Glenfield",2011,"2010-11",-33,NA
"1644","Macquarie Fields - Glenfield",2012,"2011-12",37,NA
"1645","Macquarie Fields - Glenfield",2013,"2012-13",371,NA
"1646","Macquarie Fields - Glenfield",2014,"2013-14",94,NA
"1647","Macquarie Fields - Glenfield",2015,"2014-15",-82,NA
"1648","Minto - St Andrews",2007,"2006-07",-462,NA
"1649","Minto - St Andrews",2008,"2007-08",-515,NA
"1650","Minto - St Andrews",2009,"2008-09",-498,NA
"1651","Minto - St Andrews",2010,"2009-10",-626,NA
"1652","Minto - St Andrews",2011,"2010-11",-509,NA
"1653","Minto - St Andrews",2012,"2011-12",-160,NA
"1654","Minto - St Andrews",2013,"2012-13",-191,NA
"1655","Minto - St Andrews",2014,"2013-14",-38,NA
"1656","Minto - St Andrews",2015,"2014-15",78,NA
"1657","Rosemeadow - Glen Alpine",2007,"2006-07",-339,NA
"1658","Rosemeadow - Glen Alpine",2008,"2007-08",-297,NA
"1659","Rosemeadow - Glen Alpine",2009,"2008-09",-211,NA
"1660","Rosemeadow - Glen Alpine",2010,"2009-10",-135,NA
"1661","Rosemeadow - Glen Alpine",2011,"2010-11",-140,NA
"1662","Rosemeadow - Glen Alpine",2012,"2011-12",-341,NA
"1663","Rosemeadow - Glen Alpine",2013,"2012-13",-359,NA
"1664","Rosemeadow - Glen Alpine",2014,"2013-14",-331,NA
"1665","Rosemeadow - Glen Alpine",2015,"2014-15",-186,NA
"1666","Bargo",2007,"2006-07",-81,NA
"1667","Bargo",2008,"2007-08",28,NA
"1668","Bargo",2009,"2008-09",39,NA
"1669","Bargo",2010,"2009-10",-5,NA
"1670","Bargo",2011,"2010-11",100,NA
"1671","Bargo",2012,"2011-12",-40,NA
"1672","Bargo",2013,"2012-13",44,NA
"1673","Bargo",2014,"2013-14",-34,NA
"1674","Bargo",2015,"2014-15",95,NA
"1675","Douglas Park - Appin",2007,"2006-07",28,NA
"1676","Douglas Park - Appin",2008,"2007-08",71,NA
"1677","Douglas Park - Appin",2009,"2008-09",75,NA
"1678","Douglas Park - Appin",2010,"2009-10",157,NA
"1679","Douglas Park - Appin",2011,"2010-11",106,NA
"1680","Douglas Park - Appin",2012,"2011-12",50,NA
"1681","Douglas Park - Appin",2013,"2012-13",-37,NA
"1682","Douglas Park - Appin",2014,"2013-14",153,NA
"1683","Douglas Park - Appin",2015,"2014-15",160,NA
"1684","Picton - Tahmoor - Buxton",2007,"2006-07",-58,NA
"1685","Picton - Tahmoor - Buxton",2008,"2007-08",89,NA
"1686","Picton - Tahmoor - Buxton",2009,"2008-09",-4,NA
"1687","Picton - Tahmoor - Buxton",2010,"2009-10",140,NA
"1688","Picton - Tahmoor - Buxton",2011,"2010-11",239,NA
"1689","Picton - Tahmoor - Buxton",2012,"2011-12",125,NA
"1690","Picton - Tahmoor - Buxton",2013,"2012-13",20,NA
"1691","Picton - Tahmoor - Buxton",2014,"2013-14",441,NA
"1692","Picton - Tahmoor - Buxton",2015,"2014-15",274,NA
"1693","The Oaks - Oakdale",2007,"2006-07",-168,NA
"1694","The Oaks - Oakdale",2008,"2007-08",-145,NA
"1695","The Oaks - Oakdale",2009,"2008-09",-75,NA
"1696","The Oaks - Oakdale",2010,"2009-10",-38,NA
"1697","The Oaks - Oakdale",2011,"2010-11",39,NA
"1698","The Oaks - Oakdale",2012,"2011-12",-40,NA
"1699","The Oaks - Oakdale",2013,"2012-13",-3,NA
"1700","The Oaks - Oakdale",2014,"2013-14",61,NA
"1701","The Oaks - Oakdale",2015,"2014-15",125,NA
"1702","Blackheath - Megalong Valley",2007,"2006-07",-36,NA
"1703","Blackheath - Megalong Valley",2008,"2007-08",40,NA
"1704","Blackheath - Megalong Valley",2009,"2008-09",-76,NA
"1705","Blackheath - Megalong Valley",2010,"2009-10",-36,NA
"1706","Blackheath - Megalong Valley",2011,"2010-11",11,NA
"1707","Blackheath - Megalong Valley",2012,"2011-12",70,NA
"1708","Blackheath - Megalong Valley",2013,"2012-13",44,NA
"1709","Blackheath - Megalong Valley",2014,"2013-14",70,NA
"1710","Blackheath - Megalong Valley",2015,"2014-15",-46,NA
"1711","Blaxland - Warrimoo - Lapstone",2007,"2006-07",-148,NA
"1712","Blaxland - Warrimoo - Lapstone",2008,"2007-08",-116,NA
"1713","Blaxland - Warrimoo - Lapstone",2009,"2008-09",-1,NA
"1714","Blaxland - Warrimoo - Lapstone",2010,"2009-10",-45,NA
"1715","Blaxland - Warrimoo - Lapstone",2011,"2010-11",-192,NA
"1716","Blaxland - Warrimoo - Lapstone",2012,"2011-12",-97,NA
"1717","Blaxland - Warrimoo - Lapstone",2013,"2012-13",10,NA
"1718","Blaxland - Warrimoo - Lapstone",2014,"2013-14",16,NA
"1719","Blaxland - Warrimoo - Lapstone",2015,"2014-15",93,NA
"1720","Blue Mountains - North",2007,"2006-07",0,NA
"1721","Blue Mountains - North",2008,"2007-08",0,NA
"1722","Blue Mountains - North",2009,"2008-09",0,NA
"1723","Blue Mountains - North",2010,"2009-10",0,NA
"1724","Blue Mountains - North",2011,"2010-11",0,NA
"1725","Blue Mountains - North",2012,"2011-12",0,NA
"1726","Blue Mountains - North",2013,"2012-13",0,NA
"1727","Blue Mountains - North",2014,"2013-14",0,NA
"1728","Blue Mountains - North",2015,"2014-15",0,NA
"1729","Katoomba - Leura",2007,"2006-07",59,NA
"1730","Katoomba - Leura",2008,"2007-08",17,NA
"1731","Katoomba - Leura",2009,"2008-09",292,NA
"1732","Katoomba - Leura",2010,"2009-10",-9,NA
"1733","Katoomba - Leura",2011,"2010-11",28,NA
"1734","Katoomba - Leura",2012,"2011-12",-49,NA
"1735","Katoomba - Leura",2013,"2012-13",-24,NA
"1736","Katoomba - Leura",2014,"2013-14",143,NA
"1737","Katoomba - Leura",2015,"2014-15",73,NA
"1738","Lawson - Hazelbrook - Linden",2007,"2006-07",45,NA
"1739","Lawson - Hazelbrook - Linden",2008,"2007-08",52,NA
"1740","Lawson - Hazelbrook - Linden",2009,"2008-09",-60,NA
"1741","Lawson - Hazelbrook - Linden",2010,"2009-10",-4,NA
"1742","Lawson - Hazelbrook - Linden",2011,"2010-11",46,NA
"1743","Lawson - Hazelbrook - Linden",2012,"2011-12",-67,NA
"1744","Lawson - Hazelbrook - Linden",2013,"2012-13",11,NA
"1745","Lawson - Hazelbrook - Linden",2014,"2013-14",17,NA
"1746","Lawson - Hazelbrook - Linden",2015,"2014-15",-63,NA
"1747","Springwood - Winmalee",2007,"2006-07",-284,NA
"1748","Springwood - Winmalee",2008,"2007-08",-116,NA
"1749","Springwood - Winmalee",2009,"2008-09",140,NA
"1750","Springwood - Winmalee",2010,"2009-10",-113,NA
"1751","Springwood - Winmalee",2011,"2010-11",-117,NA
"1752","Springwood - Winmalee",2012,"2011-12",-168,NA
"1753","Springwood - Winmalee",2013,"2012-13",-125,NA
"1754","Springwood - Winmalee",2014,"2013-14",-240,NA
"1755","Springwood - Winmalee",2015,"2014-15",-59,NA
"1756","Wentworth Falls",2007,"2006-07",35,NA
"1757","Wentworth Falls",2008,"2007-08",39,NA
"1758","Wentworth Falls",2009,"2008-09",15,NA
"1759","Wentworth Falls",2010,"2009-10",30,NA
"1760","Wentworth Falls",2011,"2010-11",17,NA
"1761","Wentworth Falls",2012,"2011-12",39,NA
"1762","Wentworth Falls",2013,"2012-13",80,NA
"1763","Wentworth Falls",2014,"2013-14",70,NA
"1764","Wentworth Falls",2015,"2014-15",35,NA
"1765","Blue Mountains - South",2007,"2006-07",0,NA
"1766","Blue Mountains - South",2008,"2007-08",0,NA
"1767","Blue Mountains - South",2009,"2008-09",0,NA
"1768","Blue Mountains - South",2010,"2009-10",0,NA
"1769","Blue Mountains - South",2011,"2010-11",0,NA
"1770","Blue Mountains - South",2012,"2011-12",0,NA
"1771","Blue Mountains - South",2013,"2012-13",0,NA
"1772","Blue Mountains - South",2014,"2013-14",0,NA
"1773","Blue Mountains - South",2015,"2014-15",0,NA
"1774","Cambridge Park",2007,"2006-07",-242,NA
"1775","Cambridge Park",2008,"2007-08",-83,NA
"1776","Cambridge Park",2009,"2008-09",-192,NA
"1777","Cambridge Park",2010,"2009-10",-122,NA
"1778","Cambridge Park",2011,"2010-11",-260,NA
"1779","Cambridge Park",2012,"2011-12",61,NA
"1780","Cambridge Park",2013,"2012-13",73,NA
"1781","Cambridge Park",2014,"2013-14",167,NA
"1782","Cambridge Park",2015,"2014-15",398,NA
"1783","Castlereagh - Cranebrook",2007,"2006-07",-336,NA
"1784","Castlereagh - Cranebrook",2008,"2007-08",-78,NA
"1785","Castlereagh - Cranebrook",2009,"2008-09",-21,NA
"1786","Castlereagh - Cranebrook",2010,"2009-10",-86,NA
"1787","Castlereagh - Cranebrook",2011,"2010-11",-41,NA
"1788","Castlereagh - Cranebrook",2012,"2011-12",-166,NA
"1789","Castlereagh - Cranebrook",2013,"2012-13",-19,NA
"1790","Castlereagh - Cranebrook",2014,"2013-14",-69,NA
"1791","Castlereagh - Cranebrook",2015,"2014-15",148,NA
"1792","Emu Plains - Leonay",2007,"2006-07",-59,NA
"1793","Emu Plains - Leonay",2008,"2007-08",-65,NA
"1794","Emu Plains - Leonay",2009,"2008-09",-2,NA
"1795","Emu Plains - Leonay",2010,"2009-10",-8,NA
"1796","Emu Plains - Leonay",2011,"2010-11",-34,NA
"1797","Emu Plains - Leonay",2012,"2011-12",-3,NA
"1798","Emu Plains - Leonay",2013,"2012-13",-47,NA
"1799","Emu Plains - Leonay",2014,"2013-14",37,NA
"1800","Emu Plains - Leonay",2015,"2014-15",3,NA
"1801","Glenmore Park - Regentville",2007,"2006-07",-11,NA
"1802","Glenmore Park - Regentville",2008,"2007-08",-54,NA
"1803","Glenmore Park - Regentville",2009,"2008-09",-71,NA
"1804","Glenmore Park - Regentville",2010,"2009-10",-100,NA
"1805","Glenmore Park - Regentville",2011,"2010-11",-2,NA
"1806","Glenmore Park - Regentville",2012,"2011-12",68,NA
"1807","Glenmore Park - Regentville",2013,"2012-13",3,NA
"1808","Glenmore Park - Regentville",2014,"2013-14",306,NA
"1809","Glenmore Park - Regentville",2015,"2014-15",207,NA
"1810","Jamisontown - South Penrith",2007,"2006-07",-10,NA
"1811","Jamisontown - South Penrith",2008,"2007-08",-47,NA
"1812","Jamisontown - South Penrith",2009,"2008-09",53,NA
"1813","Jamisontown - South Penrith",2010,"2009-10",30,NA
"1814","Jamisontown - South Penrith",2011,"2010-11",-23,NA
"1815","Jamisontown - South Penrith",2012,"2011-12",6,NA
"1816","Jamisontown - South Penrith",2013,"2012-13",-35,NA
"1817","Jamisontown - South Penrith",2014,"2013-14",129,NA
"1818","Jamisontown - South Penrith",2015,"2014-15",75,NA
"1819","Kingswood - Werrington",2007,"2006-07",-75,NA
"1820","Kingswood - Werrington",2008,"2007-08",60,NA
"1821","Kingswood - Werrington",2009,"2008-09",-23,NA
"1822","Kingswood - Werrington",2010,"2009-10",-19,NA
"1823","Kingswood - Werrington",2011,"2010-11",120,NA
"1824","Kingswood - Werrington",2012,"2011-12",200,NA
"1825","Kingswood - Werrington",2013,"2012-13",152,NA
"1826","Kingswood - Werrington",2014,"2013-14",487,NA
"1827","Kingswood - Werrington",2015,"2014-15",578,NA
"1828","Mulgoa - Luddenham - Orchard Hills",2007,"2006-07",2,NA
"1829","Mulgoa - Luddenham - Orchard Hills",2008,"2007-08",-4,NA
"1830","Mulgoa - Luddenham - Orchard Hills",2009,"2008-09",-43,NA
"1831","Mulgoa - Luddenham - Orchard Hills",2010,"2009-10",-44,NA
"1832","Mulgoa - Luddenham - Orchard Hills",2011,"2010-11",-9,NA
"1833","Mulgoa - Luddenham - Orchard Hills",2012,"2011-12",-14,NA
"1834","Mulgoa - Luddenham - Orchard Hills",2013,"2012-13",-15,NA
"1835","Mulgoa - Luddenham - Orchard Hills",2014,"2013-14",31,NA
"1836","Mulgoa - Luddenham - Orchard Hills",2015,"2014-15",23,NA
"1837","Penrith",2007,"2006-07",-88,NA
"1838","Penrith",2008,"2007-08",-104,NA
"1839","Penrith",2009,"2008-09",-113,NA
"1840","Penrith",2010,"2009-10",-50,NA
"1841","Penrith",2011,"2010-11",-94,NA
"1842","Penrith",2012,"2011-12",-59,NA
"1843","Penrith",2013,"2012-13",-85,NA
"1844","Penrith",2014,"2013-14",-11,NA
"1845","Penrith",2015,"2014-15",-42,NA
"1846","Warragamba - Silverdale",2007,"2006-07",-35,NA
"1847","Warragamba - Silverdale",2008,"2007-08",-36,NA
"1848","Warragamba - Silverdale",2009,"2008-09",8,NA
"1849","Warragamba - Silverdale",2010,"2009-10",48,NA
"1850","Warragamba - Silverdale",2011,"2010-11",-24,NA
"1851","Warragamba - Silverdale",2012,"2011-12",-15,NA
"1852","Warragamba - Silverdale",2013,"2012-13",35,NA
"1853","Warragamba - Silverdale",2014,"2013-14",15,NA
"1854","Warragamba - Silverdale",2015,"2014-15",26,NA
"1855","Richmond - Clarendon",2007,"2006-07",84,NA
"1856","Richmond - Clarendon",2008,"2007-08",-67,NA
"1857","Richmond - Clarendon",2009,"2008-09",-115,NA
"1858","Richmond - Clarendon",2010,"2009-10",5,NA
"1859","Richmond - Clarendon",2011,"2010-11",130,NA
"1860","Richmond - Clarendon",2012,"2011-12",44,NA
"1861","Richmond - Clarendon",2013,"2012-13",113,NA
"1862","Richmond - Clarendon",2014,"2013-14",76,NA
"1863","Richmond - Clarendon",2015,"2014-15",-78,NA
"1864","Windsor - Bligh Park",2007,"2006-07",-224,NA
"1865","Windsor - Bligh Park",2008,"2007-08",-140,NA
"1866","Windsor - Bligh Park",2009,"2008-09",-91,NA
"1867","Windsor - Bligh Park",2010,"2009-10",-56,NA
"1868","Windsor - Bligh Park",2011,"2010-11",40,NA
"1869","Windsor - Bligh Park",2012,"2011-12",-60,NA
"1870","Windsor - Bligh Park",2013,"2012-13",-29,NA
"1871","Windsor - Bligh Park",2014,"2013-14",19,NA
"1872","Windsor - Bligh Park",2015,"2014-15",128,NA
"1873","Yarramundi - Londonderry",2007,"2006-07",-35,NA
"1874","Yarramundi - Londonderry",2008,"2007-08",-16,NA
"1875","Yarramundi - Londonderry",2009,"2008-09",24,NA
"1876","Yarramundi - Londonderry",2010,"2009-10",-53,NA
"1877","Yarramundi - Londonderry",2011,"2010-11",-33,NA
"1878","Yarramundi - Londonderry",2012,"2011-12",-109,NA
"1879","Yarramundi - Londonderry",2013,"2012-13",-16,NA
"1880","Yarramundi - Londonderry",2014,"2013-14",-111,NA
"1881","Yarramundi - Londonderry",2015,"2014-15",-116,NA
"1882","Erskine Park",2007,"2006-07",-110,NA
"1883","Erskine Park",2008,"2007-08",-104,NA
"1884","Erskine Park",2009,"2008-09",-71,NA
"1885","Erskine Park",2010,"2009-10",-140,NA
"1886","Erskine Park",2011,"2010-11",-148,NA
"1887","Erskine Park",2012,"2011-12",-107,NA
"1888","Erskine Park",2013,"2012-13",-85,NA
"1889","Erskine Park",2014,"2013-14",-53,NA
